model,resolution,protocol,size,row_type,condition,baseline_condition,baseline_map50_95,complete,expected_conditions,map50_95,map50_95_drop,map50_95_drop_percentage_points,map50_95_relative_drop,map50_95_retention,n_conditions,observed_partial_map50_95,worst_condition
leaf_yolo_n_external,640,common6,all,matrix9_mean_including_S1T1,aggregate,S1T1,0.2710341785312663,True,9,0.17026393475743282,0.1007702437738335,10.077024377383351,0.37179902667592424,0.6282009733240758,9,,
leaf_yolo_n_external,640,common6,all,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.2710341785312663,True,8,0.15766765428570362,0.1133665242455627,11.33665242455627,0.41827390501041484,0.5817260949895852,8,,
leaf_yolo_n_external,640,common6,all,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.2710341785312663,True,8,0.06005184579710759,0.21098233273415873,21.09823327341587,0.7784344169339512,0.2215655830660488,8,,S2T3
leaf_yolo_n_external,640,common6,coco_small,condition,CLEAN,S1T1,0.17055631441885877,True,1,0.170630285986224,-7.397156736524413e-05,-0.007397156736524413,-0.0004337075857747674,1.0004337075857748,1,,
leaf_yolo_n_external,640,common6,coco_small,condition,S1T1,S1T1,0.17055631441885877,True,1,0.17055631441885877,0.0,0.0,0.0,1.0,1,,
leaf_yolo_n_external,640,common6,coco_small,condition,S1T2,S1T1,0.17055631441885877,True,1,0.1322682740598255,0.03828804035903327,3.8288040359033273,0.22448914007958698,0.775510859920413,1,,
leaf_yolo_n_external,640,common6,coco_small,condition,S1T3,S1T1,0.17055631441885877,True,1,0.014942088107711434,0.15561422631114732,15.561422631114732,0.9123920556173835,0.08760794438261651,1,,
leaf_yolo_n_external,640,common6,coco_small,condition,S2T1,S1T1,0.17055631441885877,True,1,0.11966417985320192,0.050892134565656846,5.089213456565685,0.298389037890875,0.701610962109125,1,,
leaf_yolo_n_external,640,common6,coco_small,condition,S2T2,S1T1,0.17055631441885877,True,1,0.08845223596852683,0.08210407845033194,8.210407845033194,0.481389849036592,0.518610150963408,1,,
leaf_yolo_n_external,640,common6,coco_small,condition,S2T3,S1T1,0.17055631441885877,True,1,0.009567765800139086,0.1609885486187197,16.09885486187197,0.9439025999550964,0.056097400044903635,1,,
