model,resolution,protocol,size,row_type,condition,baseline_condition,baseline_map50_95,complete,expected_conditions,map50_95,map50_95_drop,map50_95_drop_percentage_points,map50_95_relative_drop,map50_95_retention,n_conditions,observed_partial_map50_95,worst_condition
leaf_yolo_n_external,1280,native10,tiny,condition,S2T3,S1T1,0.14813731361593738,True,1,0.0010312321555053414,0.14710608146043203,14.710608146043203,0.99303867384703,0.006961326152969984,1,,
leaf_yolo_n_external,1280,native10,tiny,condition,S3T1,S1T1,0.14813731361593738,True,1,0.13985996138295914,0.008277352232978236,0.8277352232978236,0.05587621397292375,0.9441237860270763,1,,
leaf_yolo_n_external,1280,native10,tiny,condition,S3T2,S1T1,0.14813731361593738,True,1,0.05159392488642857,0.09654338872950881,9.65433887295088,0.6517155358967045,0.3482844641032955,1,,
leaf_yolo_n_external,1280,native10,tiny,condition,S3T3,S1T1,0.14813731361593738,True,1,0.00032517746186962204,0.14781213615406774,14.781213615406774,0.9978048915973143,0.0021951084026856403,1,,
leaf_yolo_n_external,1280,native10,tiny,matrix9_mean_including_S1T1,aggregate,S1T1,0.14813731361593738,True,9,0.05730712108490754,0.09083019253102984,9.083019253102984,0.6131486410406854,0.38685135895931455,9,,
leaf_yolo_n_external,1280,native10,tiny,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.14813731361593738,True,8,0.04595334701852881,0.10218396659740857,10.218396659740856,0.6897922211707712,0.31020777882922884,8,,
leaf_yolo_n_external,1280,native10,tiny,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.14813731361593738,True,8,0.00032517746186962204,0.14781213615406774,14.781213615406774,0.9978048915973143,0.0021951084026856403,8,,S3T3
yolo11n_ft,640,common6,all,condition,CLEAN,S1T1,0.21939118303946403,True,1,0.2195189356445258,-0.00012775260506175945,-0.012775260506175945,-0.0005823051012892044,1.0005823051012892,1,,
yolo11n_ft,640,common6,all,condition,S1T1,S1T1,0.21939118303946403,True,1,0.21939118303946403,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,common6,all,condition,S1T2,S1T1,0.21939118303946403,True,1,0.19504893791329148,0.024342245126172557,2.4342245126172557,0.11095361622528777,0.8890463837747122,1,,
yolo11n_ft,640,common6,all,condition,S1T3,S1T1,0.21939118303946403,True,1,0.07456640816620595,0.14482477487325807,14.482477487325806,0.6601212175751249,0.3398787824248751,1,,
yolo11n_ft,640,common6,all,condition,S2T1,S1T1,0.21939118303946403,True,1,0.1723644991636492,0.04702668387581482,4.7026683875814825,0.21435083773332708,0.7856491622666729,1,,
yolo11n_ft,640,common6,all,condition,S2T2,S1T1,0.21939118303946403,True,1,0.15354391268954717,0.06584727034991686,6.584727034991686,0.3001363566104307,0.6998636433895693,1,,
yolo11n_ft,640,common6,all,condition,S2T3,S1T1,0.21939118303946403,True,1,0.051749657247269765,0.16764152579219427,16.764152579219427,0.7641215269897101,0.2358784730102898,1,,
yolo11n_ft,640,common6,all,condition,S3T1,S1T1,0.21939118303946403,True,1,0.18546840730100914,0.0339227757384549,3.39227757384549,0.15462232924990826,0.8453776707500917,1,,
yolo11n_ft,640,common6,all,condition,S3T2,S1T1,0.21939118303946403,True,1,0.16480304154505684,0.05458814149440719,5.458814149440719,0.2488164781197606,0.7511835218802394,1,,
yolo11n_ft,640,common6,all,condition,S3T3,S1T1,0.21939118303946403,True,1,0.053004463556623096,0.16638671948284095,16.638671948284095,0.7584020341095993,0.24159796589040075,1,,
yolo11n_ft,640,common6,all,matrix9_mean_including_S1T1,aggregate,S1T1,0.21939118303946403,True,9,0.14110450118023518,0.07828668185922885,7.8286681859228855,0.35683604406812763,0.6431639559318724,9,,
yolo11n_ft,640,common6,all,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.21939118303946403,True,8,0.1313186659478316,0.08807251709163244,8.807251709163245,0.40144054957664355,0.5985594504233565,8,,
yolo11n_ft,640,common6,all,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.21939118303946403,True,8,0.051749657247269765,0.16764152579219427,16.764152579219427,0.7641215269897101,0.2358784730102898,8,,S2T3
yolo11n_ft,640,common6,coco_small,condition,CLEAN,S1T1,0.1091779000829963,True,1,0.10953334002199194,-0.0003554399389956442,-0.03554399389956442,-0.003255603365932558,1.0032556033659326,1,,
yolo11n_ft,640,common6,coco_small,condition,S1T1,S1T1,0.1091779000829963,True,1,0.1091779000829963,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,common6,coco_small,condition,S1T2,S1T1,0.1091779000829963,True,1,0.08939511146425391,0.019782788618742386,1.9782788618742386,0.18119773877042555,0.8188022612295744,1,,
yolo11n_ft,640,common6,coco_small,condition,S1T3,S1T1,0.1091779000829963,True,1,0.014166716393182562,0.09501118368981373,9.501118368981373,0.8702419044292561,0.12975809557074391,1,,
yolo11n_ft,640,common6,coco_small,condition,S2T1,S1T1,0.1091779000829963,True,1,0.07905572017388647,0.030122179909109828,3.0122179909109827,0.2758999750518296,0.7241000249481704,1,,
yolo11n_ft,640,common6,coco_small,condition,S2T2,S1T1,0.1091779000829963,True,1,0.06459232856816374,0.044585571514832556,4.458557151483255,0.4083754265372288,0.5916245734627712,1,,
yolo11n_ft,640,common6,coco_small,condition,S2T3,S1T1,0.1091779000829963,True,1,0.007875727095175986,0.10130217298782031,10.13021729878203,0.9278633579763953,0.0721366420236047,1,,
yolo11n_ft,640,common6,coco_small,condition,S3T1,S1T1,0.1091779000829963,True,1,0.09360592828099364,0.015571971802002663,1.5571971802002662,0.14262933973052194,0.8573706602694781,1,,
yolo11n_ft,640,common6,coco_small,condition,S3T2,S1T1,0.1091779000829963,True,1,0.07283605288457869,0.03634184719841761,3.634184719841761,0.33286816444345224,0.6671318355565478,1,,
yolo11n_ft,640,common6,coco_small,condition,S3T3,S1T1,0.1091779000829963,True,1,0.008797065957940385,0.10038083412505591,10.03808341250559,0.9194244810419241,0.0805755189580759,1,,
yolo11n_ft,640,common6,coco_small,matrix9_mean_including_S1T1,aggregate,S1T1,0.1091779000829963,True,9,0.05994472787790797,0.04923317220508833,4.9233172205088325,0.45094448755344807,0.5490555124465519,9,,
yolo11n_ft,640,common6,coco_small,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.1091779000829963,True,8,0.053790581352271924,0.055387318730724375,5.538731873072438,0.5073125484976292,0.4926874515023708,8,,
yolo11n_ft,640,common6,coco_small,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.1091779000829963,True,8,0.007875727095175986,0.10130217298782031,10.13021729878203,0.9278633579763953,0.0721366420236047,8,,S2T3
yolo11n_ft,640,common6,large,condition,CLEAN,S1T1,0.4876100618709548,True,1,0.48743121940705875,0.00017884246389604508,0.017884246389604508,0.0003667735304924147,0.9996332264695076,1,,
yolo11n_ft,640,common6,large,condition,S1T1,S1T1,0.4876100618709548,True,1,0.4876100618709548,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,common6,large,condition,S1T2,S1T1,0.4876100618709548,True,1,0.48162527287011864,0.005984789000836155,0.5984789000836155,0.01227371924581,0.98772628075419,1,,
yolo11n_ft,640,common6,large,condition,S1T3,S1T1,0.4876100618709548,True,1,0.30815076182030626,0.17945930005064853,17.945930005064852,0.3680385498241464,0.6319614501758536,1,,
yolo11n_ft,640,common6,large,condition,S2T1,S1T1,0.4876100618709548,True,1,0.41483425308061,0.07277580879034479,7.2775808790344785,0.149250014470794,0.850749985529206,1,,
yolo11n_ft,640,common6,large,condition,S2T2,S1T1,0.4876100618709548,True,1,0.39262673151780836,0.09498333035314643,9.498333035314644,0.19479362256942845,0.8052063774305716,1,,
yolo11n_ft,640,common6,large,condition,S2T3,S1T1,0.4876100618709548,True,1,0.22705553161903236,0.26055453025192243,26.055453025192243,0.5343501921436513,0.46564980785634863,1,,
yolo11n_ft,640,common6,large,condition,S3T1,S1T1,0.4876100618709548,True,1,0.42500610495823865,0.06260395691271614,6.260395691271614,0.12838938694682678,0.8716106130531732,1,,
yolo11n_ft,640,common6,large,condition,S3T2,S1T1,0.4876100618709548,True,1,0.4012173879780093,0.08639267389294547,8.639267389294547,0.17717574071678843,0.8228242592832116,1,,
yolo11n_ft,640,common6,large,condition,S3T3,S1T1,0.4876100618709548,True,1,0.2625318942970427,0.22507816757391208,22.507816757391208,0.4615945920194704,0.5384054079805296,1,,
yolo11n_ft,640,common6,large,matrix9_mean_including_S1T1,aggregate,S1T1,0.4876100618709548,True,9,0.37785088889023566,0.10975917298071913,10.975917298071913,0.22509620199299074,0.7749037980070093,9,,
yolo11n_ft,640,common6,large,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.4876100618709548,True,8,0.3641309922676458,0.12347906960330901,12.347906960330901,0.2532332272421145,0.7467667727578855,8,,
yolo11n_ft,640,common6,large,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.4876100618709548,True,8,0.22705553161903236,0.26055453025192243,26.055453025192243,0.5343501921436513,0.46564980785634863,8,,S2T3
yolo11n_ft,640,common6,medium,condition,CLEAN,S1T1,0.33416887000927287,True,1,0.3343962878905007,-0.00022741788122782047,-0.022741788122782047,-0.0006805477758042855,1.0006805477758043,1,,
yolo11n_ft,640,common6,medium,condition,S1T1,S1T1,0.33416887000927287,True,1,0.33416887000927287,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,common6,medium,condition,S1T2,S1T1,0.33416887000927287,True,1,0.3032369868978445,0.03093188311142836,3.093188311142836,0.09256362841508858,0.9074363715849114,1,,
yolo11n_ft,640,common6,medium,condition,S1T3,S1T1,0.33416887000927287,True,1,0.12233715316507542,0.21183171684419744,21.183171684419744,0.6339061949077403,0.3660938050922597,1,,
yolo11n_ft,640,common6,medium,condition,S2T1,S1T1,0.33416887000927287,True,1,0.2649472598527416,0.06922161015653128,6.922161015653128,0.2071455972383377,0.7928544027616623,1,,
yolo11n_ft,640,common6,medium,condition,S2T2,S1T1,0.33416887000927287,True,1,0.24381451886916145,0.09035435114011142,9.035435114011142,0.27038530290868856,0.7296146970913114,1,,
yolo11n_ft,640,common6,medium,condition,S2T3,S1T1,0.33416887000927287,True,1,0.08264092426170881,0.25152794574756404,25.152794574756403,0.7526971190960559,0.24730288090394417,1,,
yolo11n_ft,640,common6,medium,condition,S3T1,S1T1,0.33416887000927287,True,1,0.27540673408177346,0.058762135927499404,5.876213592749941,0.1758456313595842,0.8241543686404158,1,,
yolo11n_ft,640,common6,medium,condition,S3T2,S1T1,0.33416887000927287,True,1,0.2576738090225459,0.07649506098672698,7.649506098672698,0.2289113913710883,0.7710886086289117,1,,
yolo11n_ft,640,common6,medium,condition,S3T3,S1T1,0.33416887000927287,True,1,0.08707017636550372,0.24709869364376913,24.709869364376914,0.7394425867284178,0.26055741327158216,1,,
yolo11n_ft,640,common6,medium,matrix9_mean_including_S1T1,aggregate,S1T1,0.33416887000927287,True,9,0.21903293694729198,0.11513593306198089,11.51359330619809,0.3445441613361112,0.6554558386638888,9,,
yolo11n_ft,640,common6,medium,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.33416887000927287,True,8,0.20464094531454435,0.1295279246947285,12.95279246947285,0.38761218150312515,0.6123878184968748,8,,
yolo11n_ft,640,common6,medium,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.33416887000927287,True,8,0.08264092426170881,0.25152794574756404,25.152794574756403,0.7526971190960559,0.24730288090394417,8,,S2T3
yolo11n_ft,640,common6,small,condition,CLEAN,S1T1,0.15234014393342127,True,1,0.152839477437384,-0.0004993335039627234,-0.049933350396272336,-0.0032777539200761208,1.0032777539200761,1,,
yolo11n_ft,640,common6,small,condition,S1T1,S1T1,0.15234014393342127,True,1,0.15234014393342127,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,common6,small,condition,S1T2,S1T1,0.15234014393342127,True,1,0.12804515407433817,0.0242949898590831,2.42949898590831,0.15947858018107808,0.8405214198189219,1,,
yolo11n_ft,640,common6,small,condition,S1T3,S1T1,0.15234014393342127,True,1,0.021291341207776933,0.13104880272564434,13.104880272564435,0.8602381443391435,0.13976185566085653,1,,
yolo11n_ft,640,common6,small,condition,S2T1,S1T1,0.15234014393342127,True,1,0.11016504957716476,0.04217509435625651,4.217509435625651,0.27684819816560435,0.7231518018343956,1,,
yolo11n_ft,640,common6,small,condition,S2T2,S1T1,0.15234014393342127,True,1,0.09326185232833989,0.05907829160508138,5.907829160508138,0.38780514498464014,0.6121948550153599,1,,
yolo11n_ft,640,common6,small,condition,S2T3,S1T1,0.15234014393342127,True,1,0.011718959822252389,0.1406211841111689,14.06211841111689,0.9230737248917524,0.07692627510824752,1,,
yolo11n_ft,640,common6,small,condition,S3T1,S1T1,0.15234014393342127,True,1,0.12982255808112544,0.022517585852295824,2.2517585852295823,0.14781124180988636,0.8521887581901136,1,,
yolo11n_ft,640,common6,small,condition,S3T2,S1T1,0.15234014393342127,True,1,0.10464735525839164,0.04769278867502963,4.769278867502963,0.31306776692999116,0.6869322330700088,1,,
yolo11n_ft,640,common6,small,condition,S3T3,S1T1,0.15234014393342127,True,1,0.01323828049379789,0.13910186343962339,13.910186343962339,0.913100512104127,0.08689948789587298,1,,
yolo11n_ft,640,common6,small,matrix9_mean_including_S1T1,aggregate,S1T1,0.15234014393342127,True,9,0.0849478549751787,0.06739228895824256,6.739228895824256,0.44238036815624704,0.557619631843753,9,,
yolo11n_ft,640,common6,small,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.15234014393342127,True,8,0.07652381885539838,0.07581632507802288,7.581632507802288,0.4976779141757779,0.5023220858242221,8,,
yolo11n_ft,640,common6,small,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.15234014393342127,True,8,0.011718959822252389,0.1406211841111689,14.06211841111689,0.9230737248917524,0.07692627510824752,8,,S2T3
yolo11n_ft,640,common6,tiny,condition,CLEAN,S1T1,0.04718461213158906,True,1,0.04691457975689215,0.00027003237469690883,0.027003237469690883,0.005722890631035371,0.9942771093689646,1,,
yolo11n_ft,640,common6,tiny,condition,S1T1,S1T1,0.04718461213158906,True,1,0.04718461213158906,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,common6,tiny,condition,S1T2,S1T1,0.04718461213158906,True,1,0.033268999599861716,0.013915612531727344,1.3915612531727344,0.2949184469911357,0.7050815530088643,1,,
yolo11n_ft,640,common6,tiny,condition,S1T3,S1T1,0.04718461213158906,True,1,0.001997679667182205,0.04518693246440685,4.5186932464406855,0.9576624756051603,0.04233752439483978,1,,
yolo11n_ft,640,common6,tiny,condition,S2T1,S1T1,0.04718461213158906,True,1,0.03213568141866882,0.015048930712920239,1.5048930712920239,0.31893725587807287,0.6810627441219271,1,,
yolo11n_ft,640,common6,tiny,condition,S2T2,S1T1,0.04718461213158906,True,1,0.021546069911599207,0.025638542219989853,2.5638542219989855,0.5433665990193742,0.45663340098062577,1,,
yolo11n_ft,640,common6,tiny,condition,S2T3,S1T1,0.04718461213158906,True,1,0.0013975792567865125,0.04578703287480255,4.578703287480255,0.970380613643937,0.029619386356062975,1,,
yolo11n_ft,640,common6,tiny,condition,S3T1,S1T1,0.04718461213158906,True,1,0.04322772135759892,0.0039568907739901404,0.39568907739901404,0.08385977112527943,0.9161402288747206,1,,
yolo11n_ft,640,common6,tiny,condition,S3T2,S1T1,0.04718461213158906,True,1,0.026716821867896926,0.020467790263692134,2.0467790263692134,0.4337810429936627,0.5662189570063373,1,,
yolo11n_ft,640,common6,tiny,condition,S3T3,S1T1,0.04718461213158906,True,1,0.0017343000847372583,0.0454503120468518,4.54503120468518,0.9632443712814547,0.036755628718545354,1,,
yolo11n_ft,640,common6,tiny,matrix9_mean_including_S1T1,aggregate,S1T1,0.04718461213158906,True,9,0.02324549614399118,0.02393911598759788,2.393911598759788,0.5073500640597863,0.4926499359402137,9,,
yolo11n_ft,640,common6,tiny,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.04718461213158906,True,8,0.020253106645541447,0.026931505486047613,2.6931505486047613,0.5707688220672595,0.42923117793274046,8,,
yolo11n_ft,640,common6,tiny,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.04718461213158906,True,8,0.0013975792567865125,0.04578703287480255,4.578703287480255,0.970380613643937,0.029619386356062975,8,,S2T3
yolo11n_ft,640,native10,all,condition,CLEAN,S1T1,0.18318957420301027,True,1,0.18282597324124286,0.0003636009617674074,0.03636009617674074,0.0019848343627049125,0.9980151656372951,1,,
yolo11n_ft,640,native10,all,condition,S1T1,S1T1,0.18318957420301027,True,1,0.18318957420301027,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,native10,all,condition,S1T2,S1T1,0.18318957420301027,True,1,0.16033776567790106,0.022851808525109207,2.285180852510921,0.12474404520305771,0.8752559547969423,1,,
yolo11n_ft,640,native10,all,condition,S1T3,S1T1,0.18318957420301027,True,1,0.05591639968574979,0.12727317451726047,12.727317451726048,0.6947621068009943,0.30523789319900574,1,,
yolo11n_ft,640,native10,all,condition,S2T1,S1T1,0.18318957420301027,True,1,0.13988288867406654,0.043306685528943734,4.330668552894373,0.23640365843610378,0.7635963415638962,1,,
yolo11n_ft,640,native10,all,condition,S2T2,S1T1,0.18318957420301027,True,1,0.1204579987475922,0.06273157545541808,6.273157545541808,0.3424407514911252,0.6575592485088748,1,,
yolo11n_ft,640,native10,all,condition,S2T3,S1T1,0.18318957420301027,True,1,0.03631711102566356,0.1468724631773467,14.68724631773467,0.801751212187343,0.19824878781265695,1,,
yolo11n_ft,640,native10,all,condition,S3T1,S1T1,0.18318957420301027,True,1,0.15349949046330266,0.029690083739707607,2.9690083739707607,0.1620729993444121,0.8379270006555879,1,,
yolo11n_ft,640,native10,all,condition,S3T2,S1T1,0.18318957420301027,True,1,0.13463051384785843,0.04855906035515184,4.855906035515184,0.2650754583955679,0.7349245416044321,1,,
yolo11n_ft,640,native10,all,condition,S3T3,S1T1,0.18318957420301027,True,1,0.04065664298179353,0.14253293122121674,14.253293122121674,0.778062462568214,0.221937537431786,1,,
yolo11n_ft,640,native10,all,matrix9_mean_including_S1T1,aggregate,S1T1,0.18318957420301027,True,9,0.11387648725632643,0.06931308694668384,6.931308694668384,0.3783680771585354,0.6216319228414646,9,,
yolo11n_ft,640,native10,all,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.18318957420301027,True,8,0.10521235138799097,0.0779772228150193,7.7977222815019305,0.4256640868033522,0.5743359131966478,8,,
yolo11n_ft,640,native10,all,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.18318957420301027,True,8,0.03631711102566356,0.1468724631773467,14.68724631773467,0.801751212187343,0.19824878781265695,8,,S2T3
yolo11n_ft,640,native10,coco_small,condition,CLEAN,S1T1,0.097060966071024,True,1,0.09710691377720367,-4.594770617966093e-05,-0.004594770617966093,-0.00047339015919178884,1.0004733901591918,1,,
yolo11n_ft,640,native10,coco_small,condition,S1T1,S1T1,0.097060966071024,True,1,0.097060966071024,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,native10,coco_small,condition,S1T2,S1T1,0.097060966071024,True,1,0.07603483815285676,0.021026127918167242,2.1026127918167243,0.2166280511032772,0.7833719488967228,1,,
yolo11n_ft,640,native10,coco_small,condition,S1T3,S1T1,0.097060966071024,True,1,0.01196958723438368,0.08509137883664032,8.509137883664032,0.8766797022643997,0.1233202977356003,1,,
yolo11n_ft,640,native10,coco_small,condition,S2T1,S1T1,0.097060966071024,True,1,0.06976683548275704,0.027294130588266963,2.7294130588266965,0.2812060470147658,0.7187939529852342,1,,
yolo11n_ft,640,native10,coco_small,condition,S2T2,S1T1,0.097060966071024,True,1,0.053321404995281124,0.04373956107574288,4.373956107574288,0.45064007547314766,0.5493599245268523,1,,
yolo11n_ft,640,native10,coco_small,condition,S2T3,S1T1,0.097060966071024,True,1,0.005984510582188831,0.09107645548883517,9.107645548883516,0.9383427671860417,0.06165723281395827,1,,
yolo11n_ft,640,native10,coco_small,condition,S3T1,S1T1,0.097060966071024,True,1,0.08152478951138738,0.015536176559636627,1.5536176559636627,0.16006616447922106,0.8399338355207789,1,,
yolo11n_ft,640,native10,coco_small,condition,S3T2,S1T1,0.097060966071024,True,1,0.06324753463561347,0.03381343143541053,3.381343143541053,0.34837311850644137,0.6516268814935586,1,,
yolo11n_ft,640,native10,coco_small,condition,S3T3,S1T1,0.097060966071024,True,1,0.007240981415081415,0.08981998465594258,8.981998465594259,0.9253975958802754,0.07460240411972464,1,,
yolo11n_ft,640,native10,coco_small,matrix9_mean_including_S1T1,aggregate,S1T1,0.097060966071024,True,9,0.051794605342285964,0.04526636072873804,4.526636072873804,0.46637039132306335,0.5336296086769367,9,,
yolo11n_ft,640,native10,coco_small,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.097060966071024,True,8,0.04613631025119371,0.05092465581983029,5.09246558198303,0.5246666902384463,0.47533330976155375,8,,
yolo11n_ft,640,native10,coco_small,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.097060966071024,True,8,0.005984510582188831,0.09107645548883517,9.107645548883516,0.9383427671860417,0.06165723281395827,8,,S2T3
yolo11n_ft,640,native10,large,condition,CLEAN,S1T1,0.40705031842261247,True,1,0.4066067850333391,0.00044353338927338726,0.044353338927338726,0.0010896279137974085,0.9989103720862026,1,,
yolo11n_ft,640,native10,large,condition,S1T1,S1T1,0.40705031842261247,True,1,0.40705031842261247,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,native10,large,condition,S1T2,S1T1,0.40705031842261247,True,1,0.3919016851525481,0.015148633270064382,1.5148633270064382,0.03721562810408263,0.9627843718959174,1,,
yolo11n_ft,640,native10,large,condition,S1T3,S1T1,0.40705031842261247,True,1,0.2455656571339187,0.16148466128869376,16.148466128869376,0.39671916217747627,0.6032808378225237,1,,
yolo11n_ft,640,native10,large,condition,S2T1,S1T1,0.40705031842261247,True,1,0.31651410773794114,0.09053621068467133,9.053621068467132,0.22242019373799826,0.7775798062620017,1,,
yolo11n_ft,640,native10,large,condition,S2T2,S1T1,0.40705031842261247,True,1,0.28907905628290265,0.11797126213970982,11.797126213970982,0.2898198497838499,0.7101801502161501,1,,
yolo11n_ft,640,native10,large,condition,S2T3,S1T1,0.40705031842261247,True,1,0.16298474197789004,0.24406557644472243,24.406557644472244,0.5995955914996383,0.40040440850036174,1,,
yolo11n_ft,640,native10,large,condition,S3T1,S1T1,0.40705031842261247,True,1,0.35544937764411777,0.0516009407784947,5.16009407784947,0.12676796563741044,0.8732320343625896,1,,
yolo11n_ft,640,native10,large,condition,S3T2,S1T1,0.40705031842261247,True,1,0.32805811799300755,0.07899220042960492,7.899220042960492,0.19406003841420094,0.8059399615857991,1,,
yolo11n_ft,640,native10,large,condition,S3T3,S1T1,0.40705031842261247,True,1,0.19361805993609418,0.21343225848651828,21.34322584865183,0.5243387581997324,0.4756612418002676,1,,
yolo11n_ft,640,native10,large,matrix9_mean_including_S1T1,aggregate,S1T1,0.40705031842261247,True,9,0.2989134580312258,0.10813686039138665,10.813686039138664,0.2656596875060433,0.7343403124939567,9,,
yolo11n_ft,640,native10,large,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.40705031842261247,True,8,0.2853963504823025,0.12165396794030997,12.165396794030997,0.29886714844429874,0.7011328515557013,8,,
yolo11n_ft,640,native10,large,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.40705031842261247,True,8,0.16298474197789004,0.24406557644472243,24.406557644472244,0.5995955914996383,0.40040440850036174,8,,S2T3
yolo11n_ft,640,native10,medium,condition,CLEAN,S1T1,0.2756350659488669,True,1,0.27552475614037364,0.00011030980849324745,0.011030980849324745,0.0004002023766951357,0.9995997976233049,1,,
yolo11n_ft,640,native10,medium,condition,S1T1,S1T1,0.2756350659488669,True,1,0.2756350659488669,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,native10,medium,condition,S1T2,S1T1,0.2756350659488669,True,1,0.25302116693287985,0.022613899015987038,2.2613899015987036,0.08204289587806712,0.9179571041219329,1,,
yolo11n_ft,640,native10,medium,condition,S1T3,S1T1,0.2756350659488669,True,1,0.09249917326940094,0.18313589267946595,18.313589267946597,0.6644143481854357,0.3355856518145644,1,,
yolo11n_ft,640,native10,medium,condition,S2T1,S1T1,0.2756350659488669,True,1,0.2112584684832827,0.06437659746558419,6.437659746558419,0.2335573568768159,0.7664426431231841,1,,
yolo11n_ft,640,native10,medium,condition,S2T2,S1T1,0.2756350659488669,True,1,0.19239656850109005,0.08323849744777684,8.323849744777684,0.3019880549712729,0.6980119450287271,1,,
yolo11n_ft,640,native10,medium,condition,S2T3,S1T1,0.2756350659488669,True,1,0.05951768864998411,0.21611737729888278,21.61173772988828,0.7840706934544197,0.21592930654558026,1,,
yolo11n_ft,640,native10,medium,condition,S3T1,S1T1,0.2756350659488669,True,1,0.22671551647617183,0.048919549472695056,4.891954947269506,0.17747941215059382,0.8225205878494062,1,,
yolo11n_ft,640,native10,medium,condition,S3T2,S1T1,0.2756350659488669,True,1,0.2103040059212275,0.06533106002763939,6.5331060027639385,0.23702013313414538,0.7629798668658546,1,,
yolo11n_ft,640,native10,medium,condition,S3T3,S1T1,0.2756350659488669,True,1,0.06840464276817375,0.20723042318069312,20.72304231806931,0.7518289535016437,0.2481710464983563,1,,
yolo11n_ft,640,native10,medium,matrix9_mean_including_S1T1,aggregate,S1T1,0.2756350659488669,True,9,0.17663914410567527,0.09899592184319161,9.899592184319161,0.3591557609058217,0.6408442390941783,9,,
yolo11n_ft,640,native10,medium,corrupted8_mean_excluding_S1T1,aggregate,S1T1,0.2756350659488669,True,8,0.16426465387527633,0.11137041207359055,11.137041207359054,0.40405023101904924,0.5959497689809508,8,,
yolo11n_ft,640,native10,medium,corrupted8_worst_excluding_S1T1,aggregate,S1T1,0.2756350659488669,True,8,0.05951768864998411,0.21611737729888278,21.61173772988828,0.7840706934544197,0.21592930654558026,8,,S2T3
yolo11n_ft,640,native10,small,condition,CLEAN,S1T1,0.132094314882655,True,1,0.13256923700189086,-0.0004749221192358599,-0.04749221192358599,-0.0035953259582575114,1.0035953259582575,1,,
yolo11n_ft,640,native10,small,condition,S1T1,S1T1,0.132094314882655,True,1,0.132094314882655,0.0,0.0,0.0,1.0,1,,
yolo11n_ft,640,native10,small,condition,S1T2,S1T1,0.132094314882655,True,1,0.10722129977575486,0.02487301510690014,2.487301510690014,0.1882973928817141,0.8117026071182859,1,,
yolo11n_ft,640,native10,small,condition,S1T3,S1T1,0.132094314882655,True,1,0.018008275371680576,0.11408603951097442,11.408603951097442,0.8636710793520668,0.1363289206479332,1,,
yolo11n_ft,640,native10,small,condition,S2T1,S1T1,0.132094314882655,True,1,0.09514515391338763,0.03694916096926737,3.694916096926737,0.2797180257310157,0.7202819742689843,1,,
yolo11n_ft,640,native10,small,condition,S2T2,S1T1,0.132094314882655,True,1,0.07623855660274503,0.05585575827990996,5.585575827990996,0.42284755653208095,0.577152443467919,1,,
yolo11n_ft,640,native10,small,condition,S2T3,S1T1,0.132094314882655,True,1,0.008837871283627263,0.12325644359902774,12.325644359902773,0.9330942342864769,0.06690576571352311,1,,
yolo11n_ft,640,native10,small,condition,S3T1,S1T1,0.132094314882655,True,1,0.10975426118331272,0.022340053699342277,2.234005369934228,0.169121992261271,0.830878007738729,1,,
yolo11n_ft,640,native10,small,condition,S3T2,S1T1,0.132094314882655,True,1,0.08896412803810337,0.043130186844551624,4.313018684455162,0.3265105457631996,0.6734894542368004,1,,
yolo11n_ft,640,native10,small,condition,S3T3,S1T1,0.132094314882655,True,1,0.010774627028585004,0.12131968785406999,12.131968785406999,0.9184323183162231,0.08156768168377695,1,,
yolo11n_ft,640,native10,small,matrix9_mean_including_S1T1,aggregate,S1T1,0.132094314882655,True,9,0.07189316534220572,0.06020114954044928,6.020114954044928,0.45574368279156086,0.5442563172084391,9,,
